Datetime,Open,High,Low,Close,Volume
2025-12-01 02:00:00+00:00,87231.7890625,87495.3828125,86545.1484375,86749.7421875,2891567104
2025-12-01 03:00:00+00:00,86745.25,86789.1953125,86226.484375,86397.4765625,2436825088
2025-12-01 04:00:00+00:00,86383.203125,86383.203125,85732.765625,85816.6875,2819989504
2025-12-01 05:00:00+00:00,85812.5703125,85998.2578125,85665.9453125,85975.171875,1354584064
2025-12-01 06:00:00+00:00,85987.671875,86320.9375,85987.671875,86270.1796875,1837895680
2025-12-01 07:00:00+00:00,86266.3828125,86541.1640625,86089.78125,86533.8359375,2125672448
2025-12-01 08:00:00+00:00,86536.78125,86847.7734375,86422.1875,86847.7734375,524853248
2025-12-01 09:00:00+00:00,86866.2109375,86896.9453125,86587.5078125,86716.6953125,263401472
2025-12-01 10:00:00+00:00,86726.046875,86796.2734375,86564.8359375,86638.0703125,807399424
2025-12-01 11:00:00+00:00,86644.25,86646.1171875,86227.578125,86227.578125,747626496
2025-12-01 12:00:00+00:00,86137.1484375,86156.4921875,84817.421875,85484.3046875,90808320
2025-12-01 13:00:00+00:00,85418.2890625,86088.3203125,85418.2890625,86006.6015625,1751769088
2025-12-01 14:00:00+00:00,85983.1171875,86580.734375,85942.140625,86161.53125,3965136896
2025-12-01 15:00:00+00:00,86044.4921875,86061.4921875,83909.734375,84637.1953125,4063100928
2025-12-01 16:00:00+00:00,84653.6015625,85358.1328125,84104.4921875,84513.078125,3634044928
2025-12-01 17:00:00+00:00,84529.6953125,85260.0859375,84478.2578125,84953.6953125,2091474944
2025-12-01 18:00:00+00:00,84933.296875,85477.53125,84732.265625,85179.3203125,1276346368
2025-12-01 19:00:00+00:00,85218.265625,85239.2890625,84654.0078125,85033.78125,2018066432
2025-12-01 20:00:00+00:00,85021.875,85813.5859375,85021.875,85469.125,1664278528
2025-12-01 21:00:00+00:00,85455.1796875,86450.90625,85455.1796875,86425.0703125,1892753408
2025-12-01 22:00:00+00:00,86440.8828125,86853.6796875,86381.71875,86648.2578125,841400320
2025-12-01 23:00:00+00:00,86599.984375,86822.59375,86298.8203125,86305.8984375,106921984
2025-12-02 00:00:00+00:00,86306.09375,86620.84375,86205.09375,86500.1875,0
2025-12-02 01:00:00+00:00,86519.75,87272.2734375,86398.6953125,86440.8515625,0
2025-12-02 02:00:00+00:00,86449.2734375,86859.3515625,86336.3046875,86583.1953125,0
2025-12-02 03:00:00+00:00,86547.4765625,87005.375,86223.6015625,86956.0703125,0
2025-12-02 04:00:00+00:00,86961.7109375,87218.3828125,86926.828125,86970.6328125,0
2025-12-02 05:00:00+00:00,86974.765625,87075.4921875,86857.1484375,86997.5390625,0
2025-12-02 06:00:00+00:00,87012.4140625,87173.859375,86899.1015625,87106.515625,0
2025-12-02 07:00:00+00:00,87118.578125,87118.734375,86917.609375,87032.6953125,0
2025-12-02 08:00:00+00:00,87039.8359375,87039.8359375,86408.96875,86408.96875,0
2025-12-02 09:00:00+00:00,86509.9609375,86943.859375,86509.9609375,86742.0703125,0
2025-12-02 10:00:00+00:00,86753.5234375,87490.9765625,86753.5234375,87301.625,0
2025-12-02 11:00:00+00:00,87298.359375,87553.921875,87037.6875,87395.390625,2308128768
2025-12-02 12:00:00+00:00,87381.4140625,87505.84375,87250.3671875,87250.3671875,0
2025-12-02 13:00:00+00:00,87284.8671875,87841.1953125,87114.8359375,87841.1953125,0
2025-12-02 14:00:00+00:00,87779.3984375,89221.328125,87667.4140625,89157.0625,2447892480
2025-12-02 15:00:00+00:00,89255.9140625,91084.7265625,89255.9140625,90948.328125,2543419392
2025-12-02 16:00:00+00:00,90928.65625,91220.0546875,90316.7734375,90902.4296875,0
2025-12-02 17:00:00+00:00,90833.2421875,91945.46875,90833.2421875,91497.4296875,2102452224
2025-12-02 18:00:00+00:00,91494.40625,92193.4921875,91494.40625,91862.984375,0
2025-12-02 19:00:00+00:00,91963.6171875,92309.515625,91943.3828125,91951.6484375,2146222080
2025-12-02 20:00:00+00:00,91945.8359375,91945.8359375,90821.234375,91046.8828125,1333592064
2025-12-02 21:00:00+00:00,91119.1328125,91654.3515625,91053.6484375,91613.0,0
2025-12-02 22:00:00+00:00,91635.1796875,92003.703125,91600.859375,92003.703125,0
2025-12-02 23:00:00+00:00,92004.703125,92004.703125,91360.6640625,91360.6640625,483549184
2025-12-03 00:00:00+00:00,91345.3125,91741.6640625,91080.0,91588.7421875,0
2025-12-03 01:00:00+00:00,91632.609375,92359.796875,91542.7109375,92189.578125,47554560
2025-12-03 02:00:00+00:00,92237.671875,92973.796875,92237.671875,92814.484375,2008293376
2025-12-03 03:00:00+00:00,92813.1328125,92945.15625,92661.3515625,92738.0703125,22814720
2025-12-03 04:00:00+00:00,92710.0703125,93418.109375,92694.1328125,93418.109375,900497408
2025-12-03 05:00:00+00:00,93369.4765625,93640.78125,93212.015625,93640.78125,1866670080
2025-12-03 06:00:00+00:00,93703.5234375,93935.609375,93221.65625,93420.2109375,1514610688
2025-12-03 07:00:00+00:00,93438.7109375,93438.7109375,92960.828125,93009.0,1506877440
2025-12-03 08:00:00+00:00,93019.3515625,93154.8125,92728.46875,92728.46875,0
2025-12-03 09:00:00+00:00,92758.1953125,93182.9296875,92758.1953125,93182.9296875,0
2025-12-03 10:00:00+00:00,93209.25,93380.3203125,92923.8125,92928.59375,2962178048
2025-12-03 11:00:00+00:00,92938.109375,93041.4921875,92788.8984375,93030.828125,0
2025-12-03 12:00:00+00:00,93030.1171875,93087.4375,92740.609375,92976.1953125,45260800
2025-12-03 13:00:00+00:00,92953.1328125,93236.265625,92953.1328125,93145.3984375,0
2025-12-03 14:00:00+00:00,93166.890625,93554.9296875,91883.2109375,92663.9140625,890290176
2025-12-03 15:00:00+00:00,92479.0703125,92987.9453125,92018.0390625,92391.71875,0
2025-12-03 16:00:00+00:00,92380.34375,92731.96875,91878.703125,92271.6875,0
2025-12-03 17:00:00+00:00,92276.625,93032.640625,92276.625,93017.203125,0
2025-12-03 18:00:00+00:00,92981.7421875,93486.4921875,92430.9296875,92572.125,0
2025-12-03 19:00:00+00:00,92612.4375,93089.234375,92585.0546875,93015.546875,0
2025-12-03 20:00:00+00:00,93034.28125,93309.734375,92865.453125,92913.59375,0
2025-12-03 21:00:00+00:00,92971.890625,93679.609375,92911.6796875,93679.609375,0
2025-12-03 22:00:00+00:00,93744.78125,93932.9453125,93351.6953125,93802.8671875,1659002880
2025-12-03 23:00:00+00:00,93805.984375,94049.6953125,93522.734375,93592.453125,0
2025-12-04 00:00:00+00:00,93463.3828125,93478.859375,92749.1484375,93090.1171875,0
2025-12-04 01:00:00+00:00,93073.5859375,93700.109375,93045.6953125,93202.7578125,0
2025-12-04 02:00:00+00:00,93209.8046875,94010.6796875,93197.5,93982.4140625,0
2025-12-04 03:00:00+00:00,93972.65625,94022.4765625,93464.7421875,93546.546875,0
2025-12-04 04:00:00+00:00,93553.65625,93553.65625,93267.125,93326.0859375,0
2025-12-04 05:00:00+00:00,93345.90625,93376.7578125,92821.0625,92989.1953125,0
2025-12-04 06:00:00+00:00,93005.1875,93364.609375,92891.6875,93149.25,0
2025-12-04 07:00:00+00:00,93169.0703125,93395.09375,92952.921875,93395.09375,0
2025-12-04 08:00:00+00:00,93405.609375,93591.2109375,93121.6875,93218.3046875,0
2025-12-04 09:00:00+00:00,93291.3671875,93599.9375,93291.3671875,93494.8828125,0
2025-12-04 10:00:00+00:00,93510.8984375,93563.9765625,93205.2890625,93264.0234375,0
2025-12-04 11:00:00+00:00,93262.5078125,93293.765625,92797.765625,92943.4375,0
2025-12-04 12:00:00+00:00,92966.2734375,93165.9921875,92817.171875,93040.796875,0
2025-12-04 13:00:00+00:00,93000.0703125,93018.1640625,92485.859375,92558.546875,77438976
2025-12-04 14:00:00+00:00,92533.0234375,92805.6953125,91905.4375,91918.953125,0
2025-12-04 15:00:00+00:00,92013.609375,93060.65625,92013.609375,93007.4921875,155361280
2025-12-04 16:00:00+00:00,92941.8984375,93165.234375,92308.2421875,92479.0625,0
2025-12-04 17:00:00+00:00,92461.078125,92504.4140625,91830.0546875,92425.2890625,173293568
2025-12-04 18:00:00+00:00,92421.8671875,92544.4921875,92010.1484375,92038.3046875,0
2025-12-04 19:00:00+00:00,92144.0234375,92164.59375,90978.71875,92028.8671875,2364346368
2025-12-04 20:00:00+00:00,92067.2890625,92529.390625,91771.90625,92529.390625,0
2025-12-04 21:00:00+00:00,92514.6640625,92663.65625,92156.4296875,92172.4453125,0
2025-12-04 22:00:00+00:00,92172.4453125,92484.6484375,92172.4453125,92419.203125,0
2025-12-04 23:00:00+00:00,92399.1796875,92442.7734375,92115.8828125,92146.9921875,0
2025-12-05 00:00:00+00:00,92139.3359375,92475.6796875,92103.9453125,92292.671875,0
2025-12-05 01:00:00+00:00,92309.9765625,92603.4765625,92297.5859375,92387.2578125,0
2025-12-05 02:00:00+00:00,92382.46875,92679.1640625,92282.9453125,92544.34375,0
2025-12-05 03:00:00+00:00,92547.1875,92638.6015625,92070.9296875,92150.609375,0
2025-12-05 04:00:00+00:00,92172.640625,92385.453125,91862.125,92048.828125,225943552
2025-12-05 05:00:00+00:00,92044.4765625,92196.734375,91918.03125,91938.3515625,0
2025-12-05 06:00:00+00:00,91944.078125,92288.828125,91944.078125,92288.828125,0
2025-12-05 07:00:00+00:00,92288.3203125,92496.078125,92246.5234375,92246.8359375,0
2025-12-05 08:00:00+00:00,92257.3515625,92257.3515625,91977.078125,92103.515625,0
2025-12-05 09:00:00+00:00,92124.5078125,92128.2734375,91051.4765625,91147.0546875,958406656
2025-12-05 10:00:00+00:00,91159.8125,91481.359375,91131.265625,91353.8203125,396427264
2025-12-05 11:00:00+00:00,91321.21875,91538.3828125,91189.0546875,91395.03125,0
2025-12-05 12:00:00+00:00,91381.8046875,91422.6640625,91155.390625,91262.7890625,66285568
2025-12-05 13:00:00+00:00,91255.4921875,91347.5078125,90332.375,90573.9140625,50393088
2025-12-05 14:00:00+00:00,90513.0703125,90744.578125,90010.3359375,90270.2109375,883863552
2025-12-05 15:00:00+00:00,90292.03125,91399.390625,90292.03125,90320.109375,359223296
2025-12-05 16:00:00+00:00,90453.953125,90453.953125,88232.8828125,88878.6875,3293970432
2025-12-05 17:00:00+00:00,88900.9296875,89487.3359375,88689.8359375,89371.1640625,732663808
2025-12-05 18:00:00+00:00,89368.71875,89803.1015625,88983.4921875,89003.90625,522678272
2025-12-05 19:00:00+00:00,88979.6328125,89802.9609375,88910.5703125,89725.2890625,0
2025-12-05 20:00:00+00:00,89680.0625,89727.28125,89277.46875,89336.2421875,360071168
2025-12-05 21:00:00+00:00,89323.0625,89491.9921875,89120.3984375,89184.6640625,435535872
2025-12-05 22:00:00+00:00,89188.171875,89368.6796875,88944.9453125,89297.1875,97525760
2025-12-05 23:00:00+00:00,89282.65625,89384.484375,88977.3203125,89381.8515625,0
2025-12-06 00:00:00+00:00,89360.8359375,89449.546875,89092.0390625,89448.2578125,0
2025-12-06 01:00:00+00:00,89440.5703125,89489.546875,89255.46875,89320.0,0
2025-12-06 02:00:00+00:00,89319.875,89346.7578125,89234.9140625,89343.7890625,0
2025-12-06 03:00:00+00:00,89367.6171875,89793.8984375,89367.6171875,89709.21875,420872192
2025-12-06 04:00:00+00:00,89705.296875,89711.7265625,89583.3671875,89711.7265625,0
2025-12-06 05:00:00+00:00,89693.109375,89751.2109375,89567.1328125,89628.9765625,0
2025-12-06 06:00:00+00:00,89627.8828125,89771.8359375,89567.5390625,89693.375,0
2025-12-06 07:00:00+00:00,89711.578125,89719.953125,89501.703125,89638.171875,0
2025-12-06 08:00:00+00:00,89627.609375,89630.9921875,89290.7734375,89337.828125,51716096
2025-12-06 09:00:00+00:00,89319.796875,89677.1328125,89308.1875,89629.75,0
2025-12-06 10:00:00+00:00,89620.6015625,89693.6328125,89524.9375,89554.4921875,0
2025-12-06 11:00:00+00:00,89526.3125,89729.40625,89526.3125,89648.8359375,174460928
2025-12-06 12:00:00+00:00,89659.328125,89666.484375,89593.234375,89604.390625,0
2025-12-06 13:00:00+00:00,89598.6015625,89778.234375,89598.6015625,89691.0546875,0
2025-12-06 14:00:00+00:00,89682.421875,90174.3359375,89676.25,90050.109375,0
2025-12-06 15:00:00+00:00,90045.5703125,90045.5703125,89582.7421875,89885.171875,0
2025-12-06 16:00:00+00:00,89779.0546875,89985.5703125,89714.890625,89733.109375,0
2025-12-06 17:00:00+00:00,89730.1484375,89816.3828125,89672.0546875,89713.203125,0
2025-12-06 18:00:00+00:00,89722.0,89787.09375,89599.5546875,89657.1171875,0
2025-12-06 19:00:00+00:00,89663.1953125,89749.1484375,89350.9453125,89433.890625,0
2025-12-06 20:00:00+00:00,89433.6015625,89570.984375,89366.1796875,89570.984375,0
2025-12-06 21:00:00+00:00,89565.4609375,89604.9296875,89444.609375,89479.1875,0
2025-12-06 22:00:00+00:00,89458.59375,89538.8828125,89300.4921875,89326.234375,0
2025-12-06 23:00:00+00:00,89310.046875,89331.578125,88981.4921875,89270.5859375,259080192
2025-12-07 00:00:00+00:00,89257.46875,89549.46875,89225.390625,89499.3984375,0
2025-12-07 01:00:00+00:00,89458.8515625,89596.4375,89378.28125,89378.28125,0
2025-12-07 02:00:00+00:00,89348.90625,89670.8125,89348.90625,89670.8125,0
2025-12-07 03:00:00+00:00,89640.296875,89750.2890625,89586.09375,89732.3203125,0
2025-12-07 04:00:00+00:00,89736.515625,89806.9375,89517.1328125,89568.5859375,236564480
2025-12-07 05:00:00+00:00,89570.1640625,89590.1171875,89468.0078125,89535.3203125,0
2025-12-07 06:00:00+00:00,89524.71875,89701.53125,89520.2109375,89693.625,78209024
2025-12-07 07:00:00+00:00,89702.7578125,89755.9921875,89260.28125,89367.4921875,0
2025-12-07 08:00:00+00:00,89382.1328125,89524.8515625,89229.546875,89328.65625,0
2025-12-07 09:00:00+00:00,89341.5,89395.4921875,89098.2734375,89152.0703125,0
2025-12-07 10:00:00+00:00,89137.875,89374.3125,89137.875,89295.9296875,62070784
2025-12-07 11:00:00+00:00,89272.703125,89281.90625,89192.921875,89199.75,0
2025-12-07 12:00:00+00:00,89201.8125,89582.8671875,89167.6328125,89491.4375,57413632
2025-12-07 13:00:00+00:00,89491.7421875,89524.6953125,88948.6640625,89086.1953125,588152832
2025-12-07 14:00:00+00:00,89070.71875,89096.5703125,87823.5,88224.4140625,1236549632
2025-12-07 15:00:00+00:00,88250.9609375,89512.78125,88206.3515625,89498.5859375,1544073216
2025-12-07 16:00:00+00:00,89587.203125,89675.546875,89199.21875,89675.546875,1127821312
2025-12-07 17:00:00+00:00,89772.421875,91173.875,89665.6640625,90995.703125,3157397504
2025-12-07 18:00:00+00:00,90990.34375,91719.8515625,90990.34375,91386.5234375,1838891008
2025-12-07 19:00:00+00:00,91387.40625,91545.7109375,91279.0,91367.9921875,0
2025-12-07 20:00:00+00:00,91401.015625,91504.9296875,91365.9765625,91456.53125,210132992
2025-12-07 21:00:00+00:00,91454.2265625,91454.2265625,89961.5078125,90123.9375,221388800
2025-12-07 22:00:00+00:00,90157.8515625,90173.6875,89150.5390625,89670.59375,2868666368
2025-12-07 23:00:00+00:00,89628.4609375,90345.4609375,89583.765625,90320.2421875,691253248
2025-12-08 00:00:00+00:00,90426.9453125,90602.1484375,90006.03125,90422.671875,1128091648
2025-12-08 01:00:00+00:00,90354.796875,91670.484375,90354.796875,90906.8671875,1658298368
2025-12-08 02:00:00+00:00,90910.8203125,91440.1484375,90863.015625,91429.0625,1001168896
2025-12-08 03:00:00+00:00,91379.65625,91419.4296875,91010.359375,91126.984375,1164009472
2025-12-08 04:00:00+00:00,91132.6875,91452.6015625,91092.9921875,91271.1640625,38129664
2025-12-08 05:00:00+00:00,91294.0234375,91416.03125,91087.1484375,91349.4375,593805312
2025-12-08 06:00:00+00:00,91338.0859375,91635.78125,91253.8828125,91454.828125,792178688
2025-12-08 07:00:00+00:00,91457.5390625,91810.265625,91390.7265625,91544.1953125,515788800
2025-12-08 08:00:00+00:00,91565.6328125,91885.7421875,91526.875,91830.4765625,204132352
2025-12-08 09:00:00+00:00,91842.125,92255.546875,91842.125,91953.1640625,1536200704
2025-12-08 10:00:00+00:00,91937.0,92216.90625,91863.328125,92147.109375,491900928
2025-12-08 11:00:00+00:00,92151.6953125,92182.3828125,91902.2109375,92000.78125,197328896
2025-12-08 12:00:00+00:00,91982.6640625,91982.6640625,91751.125,91796.140625,619315200
2025-12-08 13:00:00+00:00,91791.28125,92099.34375,91429.8359375,91429.8359375,0
2025-12-08 14:00:00+00:00,91448.625,91615.046875,90846.3125,90846.3125,671834112
2025-12-08 15:00:00+00:00,90882.3359375,90923.125,89689.6640625,90054.5625,2128613376
2025-12-08 16:00:00+00:00,89910.1796875,90440.8515625,89753.640625,89968.3125,826658816
2025-12-08 17:00:00+00:00,89954.265625,90282.9609375,89765.7578125,90282.9609375,0
2025-12-08 18:00:00+00:00,90242.078125,90486.9453125,89760.9296875,89760.9296875,0
2025-12-08 19:00:00+00:00,89870.453125,90328.765625,89870.453125,90099.9375,1347035136
2025-12-08 20:00:00+00:00,90125.0390625,90914.5546875,90125.0390625,90736.6796875,1129852928
2025-12-08 21:00:00+00:00,90812.7890625,91379.140625,90734.3125,91379.140625,0
2025-12-08 22:00:00+00:00,91336.2890625,91336.2890625,90776.5390625,90793.1796875,0
2025-12-08 23:00:00+00:00,90832.390625,90993.421875,90523.0625,90606.3671875,0
2025-12-09 00:00:00+00:00,90644.140625,90820.96875,90380.578125,90410.28125,0
2025-12-09 01:00:00+00:00,90412.0625,90552.28125,90017.4296875,90081.6171875,0
2025-12-09 02:00:00+00:00,90084.9296875,90367.6328125,90056.03125,90106.9296875,0
2025-12-09 03:00:00+00:00,90072.609375,90438.3515625,89830.9375,90435.75,1202860032
2025-12-09 04:00:00+00:00,90412.375,90500.078125,89781.4765625,89945.96875,654217216
2025-12-09 05:00:00+00:00,89930.3828125,90194.296875,89586.9765625,89924.875,630419456
2025-12-09 06:00:00+00:00,89920.8125,90202.3984375,89808.2890625,90169.5390625,0
2025-12-09 07:00:00+00:00,90185.8359375,90524.1484375,90111.4609375,90480.9765625,54607872
2025-12-09 08:00:00+00:00,90477.609375,90595.03125,90453.0546875,90487.265625,102821888
2025-12-09 09:00:00+00:00,90493.1484375,90499.0078125,90156.625,90156.625,0
2025-12-09 10:00:00+00:00,90155.0859375,90314.78125,90014.7890625,90231.4296875,0
2025-12-09 11:00:00+00:00,90275.46875,90375.5078125,90164.6171875,90375.5078125,209571840
2025-12-09 12:00:00+00:00,90375.3125,90670.171875,90363.2265625,90610.328125,0
2025-12-09 13:00:00+00:00,90599.359375,90826.0625,90229.25,90415.15625,0
2025-12-09 14:00:00+00:00,90418.75,90570.9140625,90051.0625,90243.671875,0
2025-12-09 15:00:00+00:00,90361.7265625,92812.984375,90361.7265625,92724.46875,914980864
2025-12-09 16:00:00+00:00,92656.3828125,94461.84375,92656.3828125,94288.1015625,6740717568
2025-12-09 17:00:00+00:00,94189.546875,94601.5703125,93573.5625,93842.578125,2488238080
2025-12-09 18:00:00+00:00,93874.6796875,94170.453125,93688.421875,93986.015625,386461696
2025-12-09 19:00:00+00:00,93936.5625,94140.6640625,93709.2578125,93815.1640625,132485120
2025-12-09 20:00:00+00:00,93741.5078125,93808.9765625,92819.7109375,93102.7734375,546512896
2025-12-09 21:00:00+00:00,93090.6171875,93220.8359375,92316.5546875,92697.71875,362266624
2025-12-09 22:00:00+00:00,92681.03125,92994.84375,92544.1328125,92921.28125,955392000
2025-12-09 23:00:00+00:00,92903.53125,92969.734375,92584.84375,92717.1875,0
2025-12-10 00:00:00+00:00,92705.875,92770.34375,92143.8359375,92166.734375,687542272
2025-12-10 01:00:00+00:00,92166.5234375,92406.5703125,92027.890625,92359.421875,299515904
2025-12-10 02:00:00+00:00,92333.53125,92551.25,92070.703125,92380.78125,32329728
2025-12-10 03:00:00+00:00,92540.0859375,92540.0859375,92357.125,92418.5390625,0
2025-12-10 04:00:00+00:00,92415.859375,92664.28125,92415.40625,92574.15625,1309835264
2025-12-10 05:00:00+00:00,92567.3125,92711.7109375,92564.09375,92608.1328125,0
2025-12-10 06:00:00+00:00,92600.359375,92729.78125,92462.4765625,92708.0390625,0
2025-12-10 07:00:00+00:00,92667.65625,92733.6328125,92509.2734375,92733.6328125,0
2025-12-10 08:00:00+00:00,92778.1796875,92778.1796875,92581.609375,92650.9453125,28663808
2025-12-10 09:00:00+00:00,92638.3046875,92936.8515625,92485.6484375,92936.8515625,0
2025-12-10 10:00:00+00:00,92944.96875,93181.6015625,92188.515625,92388.03125,1535393792
2025-12-10 11:00:00+00:00,92292.828125,92430.4765625,91839.6171875,92112.546875,1394872320
2025-12-10 12:00:00+00:00,92130.1328125,92190.0234375,91857.0546875,92033.6015625,0
2025-12-10 13:00:00+00:00,92007.25,92208.6171875,91971.1953125,92082.21875,0
2025-12-10 14:00:00+00:00,92096.4609375,92096.4609375,91711.921875,91787.484375,0
2025-12-10 15:00:00+00:00,91810.25,92124.8671875,91676.8984375,92012.4921875,0
2025-12-10 16:00:00+00:00,92072.859375,92579.34375,91956.8125,92173.6953125,0
2025-12-10 17:00:00+00:00,92176.6328125,92479.90625,92140.125,92395.203125,0
2025-12-10 18:00:00+00:00,92400.4375,93013.9453125,92055.921875,92372.96875,0
2025-12-10 19:00:00+00:00,92501.7890625,93128.8515625,92054.2578125,92979.0546875,5123604480
2025-12-10 20:00:00+00:00,92946.1171875,94447.9921875,92449.1953125,92528.1640625,1298399232
2025-12-10 21:00:00+00:00,92490.6015625,92787.4140625,91923.453125,92509.34375,3418726400
2025-12-10 22:00:00+00:00,92372.5,92683.015625,92008.3359375,92578.71875,0
2025-12-10 23:00:00+00:00,92530.5703125,92568.5625,91979.4296875,92055.515625,0
2025-12-11 00:00:00+00:00,92034.4453125,92083.9765625,91148.2890625,91422.4609375,0
2025-12-11 01:00:00+00:00,91415.5546875,91415.5546875,90721.15625,90739.1015625,890335232
2025-12-11 02:00:00+00:00,90709.59375,90709.59375,89915.875,90046.1171875,1868226560
2025-12-11 03:00:00+00:00,90079.1328125,90079.1328125,89494.6875,89905.5078125,1742594048
2025-12-11 04:00:00+00:00,89807.2109375,90489.390625,89768.9375,90489.390625,721903616
2025-12-11 05:00:00+00:00,90466.5078125,90466.5078125,90111.328125,90317.8984375,522092544
2025-12-11 06:00:00+00:00,90327.21875,90433.125,90067.828125,90317.0703125,202948608
2025-12-11 07:00:00+00:00,90331.5859375,90335.8515625,90135.3828125,90258.65625,0
2025-12-11 08:00:00+00:00,90257.734375,90268.8125,90008.578125,90186.234375,0
2025-12-11 09:00:00+00:00,90202.7421875,90488.09375,90202.7421875,90224.1015625,183967744
2025-12-11 10:00:00+00:00,90243.7578125,90354.4375,90206.875,90353.875,0
2025-12-11 11:00:00+00:00,90346.34375,90413.6328125,90237.296875,90276.5078125,0
2025-12-11 12:00:00+00:00,90277.78125,90386.4609375,90130.203125,90130.203125,0
2025-12-11 13:00:00+00:00,90053.328125,90145.8984375,89924.1640625,90096.8203125,27492352
2025-12-11 14:00:00+00:00,90097.578125,90426.84375,89341.171875,89595.6015625,0
2025-12-11 15:00:00+00:00,89458.125,90585.953125,89458.125,89825.3515625,2575290368
2025-12-11 16:00:00+00:00,89912.9921875,90105.46875,89395.0,89662.6328125,0
2025-12-11 17:00:00+00:00,89718.21875,90261.140625,89697.546875,89994.71875,0
2025-12-11 18:00:00+00:00,89980.2890625,91163.2734375,89954.9140625,90654.0859375,0
2025-12-11 19:00:00+00:00,90768.984375,91511.421875,90632.4765625,90834.9921875,0
2025-12-11 20:00:00+00:00,90874.296875,91813.8203125,90874.296875,91813.8203125,0
2025-12-11 21:00:00+00:00,91794.125,93512.1796875,91762.796875,92885.890625,2230702080
2025-12-11 22:00:00+00:00,92900.546875,93069.6328125,92206.734375,92450.28125,0
2025-12-11 23:00:00+00:00,92418.9765625,92795.046875,92418.9765625,92516.328125,1818030080
2025-12-12 00:00:00+00:00,92522.484375,92647.03125,91893.4921875,91893.4921875,0
2025-12-12 01:00:00+00:00,91506.9921875,92266.8203125,91506.9921875,92131.1484375,207601664
2025-12-12 02:00:00+00:00,92166.7421875,92726.8359375,91996.1328125,92582.3359375,0
2025-12-12 03:00:00+00:00,92599.2421875,92720.140625,92233.046875,92317.5390625,0
2025-12-12 04:00:00+00:00,92323.609375,92414.546875,92174.0859375,92391.1796875,0
2025-12-12 05:00:00+00:00,92392.640625,92502.4765625,92108.0234375,92455.7890625,0
2025-12-12 06:00:00+00:00,92455.3984375,92720.09375,92439.203125,92528.6484375,783388672
2025-12-12 07:00:00+00:00,92532.3984375,92556.4921875,92297.6328125,92448.7109375,2303827968
2025-12-12 08:00:00+00:00,92460.8125,92460.8125,92194.46875,92301.8671875,1168453632
2025-12-12 09:00:00+00:00,92348.65625,92537.0703125,92140.4375,92537.0703125,1281175552
2025-12-12 10:00:00+00:00,92584.921875,92623.703125,92434.1015625,92543.1796875,1446789120
2025-12-12 11:00:00+00:00,92525.0,92525.0,92332.0,92395.375,1522884608
2025-12-12 12:00:00+00:00,92415.5703125,92415.5703125,92110.3671875,92402.03125,0
2025-12-12 13:00:00+00:00,92435.4921875,92507.53125,92294.7265625,92323.40625,2539741184
2025-12-12 14:00:00+00:00,92310.171875,92589.546875,92012.8671875,92588.9921875,919822336
